name,score,review
태능솔밭갈비,1,"가족식사하기 위해 방문함. 맛은 나름 나쁘지 않음. 다른 돼지갈비집가면 먹을 수 있는 평타의 맛. 맛은 그냥 그러면서 서비스가 최악이면 그땐 납득하기 어려움.  1) 젊은 사람 둘이 먼저 가서 예약했다고 말하니, 슥 한번 보더니 자리 안내를 안해줌. 한참 서성임.  2) 숯불, 고기를 내주기까지 시간이 한참걸림. 심지어 고기를 굽고 있는데도 상 세팅을 안해..."
태능솔밭갈비,4,주차장이 좁음
태능솔밭갈비,4,여느 갈비집처럼 갈비랑 목살이랑 섞어서 나오는데 갈비부분은 맛있고 목살은 맛없고 그렇죠 아무튼 양념 진해서 어린 입맛인 사람들은 다 좋아할듯 선짓국도 맛있고 양념게장도 맛있음 친절이야 뭐..이런 집들 중에 친절한집 있나 싶고 그래도 가끔씩 그냥 성향이 친절하신 분 계신데 그냥 그뿐..가게 자체가 응대메뉴얼이 잘 갖춰진 가게가 아님
태능솔밭갈비,4,제로페이 안됨 주차장 있음  세번 방문함. 네번째도 갈 의향 있음. 반찬으로 나오는 양념게장 두번째 방문까지는 냄새 안나더니 세번째엔 비린내가 확 올라오던.. 손님상에 내놨던걸 손 안댔다고 그대로 가져온것인가 아니면 보관을 잘못한것인가 2019.08.19  양념갈비 먹으러 또다녀옴 2020.04.11  
면장의밥상,5,
면장의밥상,4,깔끔하고 냉국수. 맛났어요!
면장의밥상,5,딱 깔끔하고 맛있었어요! 불고기 비빔밥 8천원 종종 점심으로 올 것 같습니다 
면장의밥상,1,"뭐ㅜ가격을 보면 당연하지만,, 불고기팩 맛..."
면장의밥상,4,큰 기대 없이 먹었는데 맛있었어요 딱 깔끔하고 적당히 매콤새콤한 비빔국수 근처 국수나무랑 비교하면 비빔장은 여기가 더 맛있고 면은 국수나무가 나아요.  1인 좌석 있어서 좋았습니다.
면장의밥상,5,
면장의밥상,4,깔끔하고 냉국수. 맛났어요!
면장의밥상,5,딱 깔끔하고 맛있었어요! 불고기 비빔밥 8천원 종종 점심으로 올 것 같습니다 
면장의밥상,1,"뭐ㅜ가격을 보면 당연하지만,, 불고기팩 맛..."
면장의밥상,4,큰 기대 없이 먹었는데 맛있었어요 딱 깔끔하고 적당히 매콤새콤한 비빔국수 근처 국수나무랑 비교하면 비빔장은 여기가 더 맛있고 면은 국수나무가 나아요.  1인 좌석 있어서 좋았습니다.
클로이스 칠하우스,5,사장님 진짜 재밌으시고 분위기도 좋습니다!
클로이스 칠하우스,5,동네에 이런곳이 있어서 너무 좋아요~  사장님 정성이 가득담긴 인테리어 :) 분위기 완전 좋아요 ㅎㅎ
클로이스 칠하우스,5,분위기가 너무 좋아요! 사장님도 좋으시고 
육회랑연어랑,5,상도동 살 때 자주 시켜먹던 곳인데 다른 지역으로 이사왔는데도 가끔 생각나요 여기만큼 신선하고 가성비 내리는 데가 없어요...
육회랑연어랑,5,친절하시고 동네 맛집
육회랑연어랑,5,짱마싯슴
육회랑연어랑,5,아 대박....
육회랑연어랑,5,
인쌩맥주 이수역점,3,그냥저냥 먹을 만하다. 너무 기대하지 말길.
인쌩맥주 이수역점,1,"개노맛,,, 항상 가고 나면 배아픔"
인쌩맥주 이수역점,5,
갓포탄,1,사장님이 마스크를 안쓰고 요리하세요
갓포탄,5,
갓포탄,1,사장님처럼 보이는 분이 계속 코스크랑 턱스크만 하고 계심
알렉스플레이스 대방점,5,
알렉스플레이스 대방점,1,위생 안녕하심
알렉스플레이스 대방점,5,"수제버거의 새로운 맛ㅎㅎ 너무마시따 매장식사에서 노래 틀어주면 좋겠당  베이컨잼 6,900₩"
알렉스플레이스 대방점,5,매번 너무 맛있어요!!!!!!! 핫도그강쥐도 너무귀여움
알렉스플레이스 대방점,4,크기도 크고 고소하게 바짝 구운 빵도 맛있고 재료도 튼실하고. 왠만한 수제버거들 그 이상의 맛이지만 가격이 저렴하네요. 이 가격에 이리 큰 수제버거는 처음이에요.
알렉스플레이스 대방점,5,
알렉스플레이스 대방점,1,위생 안녕하심
알렉스플레이스 대방점,5,"수제버거의 새로운 맛ㅎㅎ 너무마시따 매장식사에서 노래 틀어주면 좋겠당  베이컨잼 6,900₩"
알렉스플레이스 대방점,5,매번 너무 맛있어요!!!!!!! 핫도그강쥐도 너무귀여움
알렉스플레이스 대방점,4,크기도 크고 고소하게 바짝 구운 빵도 맛있고 재료도 튼실하고. 왠만한 수제버거들 그 이상의 맛이지만 가격이 저렴하네요. 이 가격에 이리 큰 수제버거는 처음이에요.
알렉스플레이스 대방점,4,
알렉스플레이스 대방점,5,찐 수제버거 맛집 근처 딴데보다 더 양많고 맛있음 심지어 더 쌈 수제버거는 여기로 
알렉스플레이스 대방점,5,"대존맛 어마어마한 크기, 불향 가득한 씹는맛이 좋은 패티, 가득 든 양상추 얇게 썰어 매운기를 제대로 뺀 양파, 한방울 찍어먹고 홀딱 반하는 소스 맛, 와...  이제 버거킹도 못 가겠어요 이걸 먹어버렸으니.. ㅠㅠ "
알렉스플레이스 대방점,5,신대방삼거리에 근처에 수제버거 집을 찾다가 알게 됨. 사실 별 기대를 안하고 간 곳인데 수준급으로 맛있음!!! 직원 분들도 너무 친절하시고 수제버거는 이 집으로 정착할 예정ㅎㅎ
알렉스플레이스 대방점,5,여기 찐 수제버거집임 수제버거인척하는 수제버거아니고 진짜 수제버거
알렉스플레이스 대방점,5,가끔 먹는데 맛잇어요
알렉스플레이스 대방점,5,
알렉스플레이스 대방점,5,진짜 맛있어요 종종 생각납니다. 빵은 바삭 패티는 촉촉하고 식감 살아있어요
알렉스플레이스 대방점,5,맛있어서 재방문의사 있어요 가게 내부가 협소해요
알렉스플레이스 대방점,5,말해뭐해 참맛있고 친절한집. 유기묘 모자를 거둬 키워주시는 참된집사님
알렉스플레이스 대방점,5,하와이안 맛있어요. 실내는 좁아요. 테이크아웃 추천
알렉스플레이스 대방점,4,후렌치후라이가 바삭해요!!  불고기잼처음먹어봤는데 맛있네요  다음엔 다른걸로 도전해보죵
알렉스플레이스 대방점,3,
알렉스플레이스 대방점,5,맨날 가서 먹고 싶네요
알렉스플레이스 대방점,5,맛있어요~~!! 감자튀김도 짜지 않고 맛있네요ㅎㅎ
BHC치킨 보라매역점,1,조리 엄청 늦게 나옴
BHC치킨 보라매역점,5,마이쪄 최고
BHC치킨 보라매역점,5,친절하고 맛있습니다. 과거에는 조금 불친절 했나본데 저는 그런거 못느꼈어요. 맛은 프랜차이즈 아는 맛 생각하시고 드시면 되구요.
BHC치킨 보라매역점,5,단골입니다. 신대방동 6년거주 이 동네 치킨 다 먹어봤음. 여기가 제일 깨끗하고 맛있음. 이 동네는 눈비오면 어디 매장이든 배달 답없어서 포장이 훨씬 낫더라구용 번창하세용~~
BHC치킨 보라매역점,1,기프티콘쓰면 취소당함
BHC치킨 보라매역점,1,조리 엄청 늦게 나옴
BHC치킨 보라매역점,5,마이쪄 최고
BHC치킨 보라매역점,5,친절하고 맛있습니다. 과거에는 조금 불친절 했나본데 저는 그런거 못느꼈어요. 맛은 프랜차이즈 아는 맛 생각하시고 드시면 되구요.
BHC치킨 보라매역점,5,단골입니다. 신대방동 6년거주 이 동네 치킨 다 먹어봤음. 여기가 제일 깨끗하고 맛있음. 이 동네는 눈비오면 어디 매장이든 배달 답없어서 포장이 훨씬 낫더라구용 번창하세용~~
BHC치킨 보라매역점,1,기프티콘쓰면 취소당함
BHC치킨 보라매역점,3,배달 50분 걸린댔는데 1시간45분 걸려 왔네요ㅠ // 배달은 늦었지만 사장님이 정말 친절하게 응대해주시네요ㅠ 사장님때문에 또 시켜먹을거같아요
BHC치킨 보라매역점,5,별점 낮게 작성된 리뷰들은 이전 사장님 때 같아요!! 현재 운영하시는 사장님 친절하시고 치킨 맛있습니다
BHC치킨 보라매역점,5,뭐지 왜 평점이 지옥가있지? 자주 시켜먹는 사람인디 여기 닭은 ㅈㄴ 잘튀김. 맛초킹 양념에 눅져서 맛없는집 많은데 여긴 쫀쫀한 바삭함? 그걸 살려서 보내주더라구 ㅇㅇ.  진상손님들만 평점 남겼나..? 뭐지 진짜 괜찮은집인데?? 나한테만 계속 잘해주는건 아닐텐데 킁.. 무튼 내 주관은 맛있는집 맞음. 할인할때 시켜먹어야됨 치즈볼 2알도 후기로 챙겨먹고 개꿀 
BHC치킨 보라매역점,5,사장님 엄청 친절하십니다. 전화로 주문했을 때 바쁜 타이밍일텐데도 응대 잘해주셨구요. + 추가요금 발생하더라도 카카오 기프티콘에서 동일메뉴에서 순살로 변경가능하다 안내주십니다. 그리고 인근주민이시라면 포장주문 해 가시는 게 배달앱보다야 훨 빠르겠네요! 
BHC치킨 보라매역점,2,온라인주문으로 시켰는데 70분 걸린다고 나와서 그렇게 오래걸려? 생각했는데 80분 걸렸구요. 정말 치킨과 무만 딸랑왔습니다. 뭐 위생장갑도 없는건 그래도 냅킨이나 젓가락정도는 있어야 하지않을까요? 치킨을 열었는데 되게 무성의한느낌으로 빨리 튀겨져서 나온느낌 받았구요. 맛은 첫 이미지가 그래서였을까요? 역시나 무성의한 맛이었어요. 다른 지점에서 먹었던것과 차...
BHC치킨 보라매역점,5,전화응대 불만인 사람들 다 진상고객인듯 ㅋ 친절하게 잘만해주는데
BHC치킨 보라매역점,1,"쿠폰으로 주문한다고 분명 말했고, 일부러 2마리 시키고 차액 현금으로까지 준비해 방문했는데 완전 표정썩음. 왜 이런 대접 받고 내돈 써야하지? 코로나로 매출좀 늘었나봐요?"
BHC치킨 보라매역점,1,체인점이니까 치킨은 맛있겠지 근데 서비스 진짜 불친절함 전화하는데 왜 한숨 푹푹 쉬세요?  서비스 최악 별하나도 아까움 별 0점도 아까움
BHC치킨 보라매역점,1,배달 너무 느려요!!최악이에요
BHC치킨 보라매역점,1,닭튀기다 담배피고 다시 들어감
파스타님,5,전체적으로 굉장히 괜찮은 곳.
파스타님,5,구미에서 올라와 파스타 먹고 또 감동 먹고 갑니다...서울 오면 무조건 먹고 갈거에요.. 푸짐하고 맛있어요❣ 담에 또 오께요^^ 
파스타님,5,여기 진짜 존맛탱!!! 가격도 착하구 ㅠㅠ 또 올게유 사장님  
파스타님,5,파스타님 벌써 열번도 넘게 방문중인데 모든음식 한번씩 먹어보는게 제 먹킷리스트에요 ㅋㅋㅋㅋ사장님도 친절하시고 음식퀄리티도 장난아니에요 이가격에 서울 최고급 레스토랑에서 먹는 맛이랄까나 강추합니다
파스타님,5,"찐맛집,, 또먹고싶다"
파스타님,5,전체적으로 굉장히 괜찮은 곳.
파스타님,5,구미에서 올라와 파스타 먹고 또 감동 먹고 갑니다...서울 오면 무조건 먹고 갈거에요.. 푸짐하고 맛있어요❣ 담에 또 오께요^^ 
파스타님,5,여기 진짜 존맛탱!!! 가격도 착하구 ㅠㅠ 또 올게유 사장님  
파스타님,5,파스타님 벌써 열번도 넘게 방문중인데 모든음식 한번씩 먹어보는게 제 먹킷리스트에요 ㅋㅋㅋㅋ사장님도 친절하시고 음식퀄리티도 장난아니에요 이가격에 서울 최고급 레스토랑에서 먹는 맛이랄까나 강추합니다
파스타님,5,"찐맛집,, 또먹고싶다"
고가네숯불구이통닭,5,기다려도 좋으니 맛있게! 행벅~
고가네숯불구이통닭,5,너무나 맛있어요~ 항상 번창하세요~
고가네숯불구이통닭,1,맛은 있는데 서비스랑 손님 응대는 개판이네요 다시는 더러워서 안사먹어요
고가네숯불구이통닭,5,"참 맛있네요. 가게도 작아 테이블도 몇개안되는데도, 다른곳과 달리 한테이블 띄워앉기도 철저히하네요. "
고가네숯불구이통닭,4,
고가네숯불구이통닭,5,기다려도 좋으니 맛있게! 행벅~
고가네숯불구이통닭,5,너무나 맛있어요~ 항상 번창하세요~
고가네숯불구이통닭,1,맛은 있는데 서비스랑 손님 응대는 개판이네요 다시는 더러워서 안사먹어요
고가네숯불구이통닭,5,"참 맛있네요. 가게도 작아 테이블도 몇개안되는데도, 다른곳과 달리 한테이블 띄워앉기도 철저히하네요. "
고가네숯불구이통닭,4,
고가네숯불구이통닭,1,맛은 괜찮은데 서비스가 개판  이런 식으러 장사하면 언젠간 개망함  에휴~~ 서비스가 맛을 망치네요  방송전에 먹을때는 친절하셨는데. 지금은 ............. 
고가네숯불구이통닭,5,여지껏 먹어본 곳 중에 제일 맛있습니다. 소금구이는 비린내도 안나고 양념도 자극적으로 비린내 감추려고 만든 양념도 아니고 맛있어요. 제 인생 닭꼬치예요. 
고가네숯불구이통닭,1,맛만 있고 불친절
고가네숯불구이통닭,1,
고가네숯불구이통닭,3,맛집정도는 아니지만 맛있어요. 고기도 냄새안나고 공간은 상당히 좁아요.
고가네숯불구이통닭,5,맛집이에요   
고가네숯불구이통닭,5,존맛탱임니다 그냥
고가네숯불구이통닭,4,"여기 가끔 야식으로 꼬치 만원어치(5개) 사서  신랑이랑 안주로 먹기 딱 좋아용!  홀에서 먹는 생맥주도 맛있엇구열  아쉬운건 공간이 협소한거...  사장님 많이 안친절한거..., "
고가네숯불구이통닭,5,꼬치의 퀄리티는 정말 다른곳과 비교 불가입니다. 육즙이 살아있고 심지어 파맛도 좋아요 저는 양념보단 소금이 맛있었어요 
고가네숯불구이통닭,1,민머리 사장님말고 총체적난국이다 진짜 손님이 이렇게 개무시당하다니
꼬멧 익스프레스,4,맛있고 가격도 합리적이지만 가벼운 핑거푸드 위주의 안주만 있어서 아쉬워요(딱 2차로 추천) 메인 요리류가 더 많으면 좋겠어요! 
꼬멧 익스프레스,5,
꼬멧 익스프레스,3,"가볍게 마시기는 좋을듯 한데 추천하기엔 애매한 다소 엉성한 분위기와 메뉴, 알 수 없는 취향의 플레이트들.."
꼬멧 익스프레스,5,친절하고 분위기도 아기자기한데 음식 가격만큼의 퀄리티는 잘 모르겠어요 그래도 와인은 추천해주셔서 맛있게 먹었습니다
꼬멧 익스프레스,3,와인 한잔에 1.4.. 흠 
꼬멧 익스프레스,4,맛있고 가격도 합리적이지만 가벼운 핑거푸드 위주의 안주만 있어서 아쉬워요(딱 2차로 추천) 메인 요리류가 더 많으면 좋겠어요! 
꼬멧 익스프레스,5,
꼬멧 익스프레스,3,"가볍게 마시기는 좋을듯 한데 추천하기엔 애매한 다소 엉성한 분위기와 메뉴, 알 수 없는 취향의 플레이트들.."
꼬멧 익스프레스,5,친절하고 분위기도 아기자기한데 음식 가격만큼의 퀄리티는 잘 모르겠어요 그래도 와인은 추천해주셔서 맛있게 먹었습니다
꼬멧 익스프레스,3,와인 한잔에 1.4.. 흠 
디스턴스,2,집이랑 가깝고 창가 뷰가 좋아서 애정이 있는 카페였는데 와 진짜 직원 스탠스가 노답이네요.. 오픈 주방에다가 스테인리스 용품 쓰시면 좀 조용히 다룰 것이지 쾅쾅 깨지는 소리가 귀 아플 정도로 너무 크고 노래 소리도 진짜 심하게 커요 ㅋㅋ 주방에서 시끄럽게 해서 카페 나온 적은 처음이네요. 커피 맛은 나쁘지 않았는데 맛만 좋으면 뭐함.. 환경이 그진데.. 직...
디스턴스,5,커피진하고 좋고 말차휘낭시에가 진짜 맛있네요 코로나때문에 이용시간이 2시간인게 아쉬움
디스턴스,5,집이랑 가까워서 들러본 카페인데 너무 괜찮아요 플랫화이트 너무 맛있었고 휘낭시에 먹다가  한조각이 남아서 아아도 시켰어요  설명글에는 산미 있다고 써놓으셨던데 산미 싫어하는 제가 먹어도 진짜 맛있었어요! 재방문 의사 있슴다~~
디스턴스,5,
디스턴스,4,
디스턴스,2,집이랑 가깝고 창가 뷰가 좋아서 애정이 있는 카페였는데 와 진짜 직원 스탠스가 노답이네요.. 오픈 주방에다가 스테인리스 용품 쓰시면 좀 조용히 다룰 것이지 쾅쾅 깨지는 소리가 귀 아플 정도로 너무 크고 노래 소리도 진짜 심하게 커요 ㅋㅋ 주방에서 시끄럽게 해서 카페 나온 적은 처음이네요. 커피 맛은 나쁘지 않았는데 맛만 좋으면 뭐함.. 환경이 그진데.. 직...
디스턴스,5,커피진하고 좋고 말차휘낭시에가 진짜 맛있네요 코로나때문에 이용시간이 2시간인게 아쉬움
디스턴스,5,집이랑 가까워서 들러본 카페인데 너무 괜찮아요 플랫화이트 너무 맛있었고 휘낭시에 먹다가  한조각이 남아서 아아도 시켰어요  설명글에는 산미 있다고 써놓으셨던데 산미 싫어하는 제가 먹어도 진짜 맛있었어요! 재방문 의사 있슴다~~
디스턴스,5,
디스턴스,4,
디스턴스,5,커피도 맛있고 사장님도 너무 친절하세요 :) 커피에 대한 설명도 자세히 해주셔서 좋았습니다
디스턴스,3,"커피 맛은 좋았는데 서비스는 아쉬웠습니다. 상대적 불친절함을 느꼈고, 손님에게 필요한 설명을 자세히 해줬음 해요."
디스턴스,5,신대방역중에 커피맛으로는 탑3에 드는거 같아요! 맛있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
디스턴스,5,커피가 마시써요
디스턴스,5,레몬에이드 맛있어요
장군이네족발보쌈SINCE1994,5,"서울대입구역 장군왕족발보쌈 2호점~ 그 맛 그대로~  족발 맛있는 건 당연하고 서비스 쟁반국수도 정말 맛있음. 김치전, 순두부찌개도 서비스. 혜자롭다. "
제일주당,1,치즈볶음밥 떡볶이 시켰었는데 둘다 맛이없음.  분위기도 시끄럽기만하고 그닥. 이젠안감
제일주당,5,상도동 원탑 술집인 것 같습니다
제일주당,5,진짜 맛있어요!!!! 분위기도 예쁘고 추천합니다
제일주당,4,"사장님이 매우 친절하시고,  인테리어도 굉장히 느낌있어요."
포안,5,"쌀국수, 볶음밥, 짜조 먹었는데 세 가지 다 맛있었어요. 쌀국수는 특히! 이국적이지만 호불호 없는 맛일 거예요. 내부에 화장실도 있고 좋았어요.  남자 사장님 친절하진 않으셨지만 그래도 맛있어서 괜찮았습니다. 짜조는 5900원인데, 다른 건 저렴한데 이건 개인적으로 비싸다 생각합니다 ㅜㅜ "
포안,5,매장이 일단 깔끔해서 좋음 맛도 꽤 괜춘
포안,4,"집 근처에 있었다면 정말 자주 갔을 가성비 좋은 베트남 음식점. 모든 음식이 최소 평타 이상. 쌀국수 나오는데 과장 보태서 15초. 볶음류는 3분. 튀김류는 5분. 그런데도 맛있습니다. 쌀국수, 해물볶음밥, 짜조 먹었습니다. 저렴해서 부담 없어요.  친절도는 5점 만점에 4점입니다."
포안,5,히히 맛잇다
포안,1,
포안,5,"쌀국수, 볶음밥, 짜조 먹었는데 세 가지 다 맛있었어요. 쌀국수는 특히! 이국적이지만 호불호 없는 맛일 거예요. 내부에 화장실도 있고 좋았어요.  남자 사장님 친절하진 않으셨지만 그래도 맛있어서 괜찮았습니다. 짜조는 5900원인데, 다른 건 저렴한데 이건 개인적으로 비싸다 생각합니다 ㅜㅜ "
포안,5,매장이 일단 깔끔해서 좋음 맛도 꽤 괜춘
포안,4,"집 근처에 있었다면 정말 자주 갔을 가성비 좋은 베트남 음식점. 모든 음식이 최소 평타 이상. 쌀국수 나오는데 과장 보태서 15초. 볶음류는 3분. 튀김류는 5분. 그런데도 맛있습니다. 쌀국수, 해물볶음밥, 짜조 먹었습니다. 저렴해서 부담 없어요.  친절도는 5점 만점에 4점입니다."
포안,5,히히 맛잇다
포안,1,
포안,5,맛있고 저렴하고 깨끗하고 친절하고
포안,5,해물볶음밥 하나도 안비림 전맛탱 쌀국수는 조금 밍밍하다고 했는데 나는 맛있었다 해장 하는 기분
포안,4,무난하고 좋긴한데 양파절임 없는게 아쉬움
포안,5,시설 깔끔하고 가성비 좋은 곳
포안,3,무난한 쌀국수 맛 양이 많음 얼마안되서 깨끗함 가성비좋은 곳
포안,5,좋아요
포안,5,"양이 진짜 많아요,,, 푸짐하고  근처로 가게 옮기고 나서 맛도 더 좋아진거 같아요 "
포안,5,전반적으로 맛있고 친절하신 동네 맛집입니다
포안,5,쌀국수 맛집
포안,2,키오스크에서 메뉴주문하면서 고수추가가 한 번만 가능하고 사이드에 고수만 다시 추가가 안됨.  해서 쌀국수하나에 고수를 두번추가 못함. 엊그제 그래서 따로 300원추가하고 먹었음. 오늘도 그렇게 고수두번추가하려는데 엊그제와 다른분이 단말기에서 삼성페이는 안된다고 딱잘라말하심. 키오스크에서 300원내고 추가하라는데 아저씨네 가게 키오스크에 고수만추가 없거든요?...
포안,3,"나쁘진 않은데요, 고기 추가가 2천원인데 추가된 건지 모르겠어요ㅜ 어차피 추가하면 7천원 후반대니까 그냥 원래 이 값 하는 집을 갈걸..싶었어요. 맛과 서비스는 괜찮아요~ (고수는 추가한 거예요)"
포안,4,양많고 저렴하고 맛있어요!
포안,5,분짜 존맛
포안,5,가성비 맛 뭐하나 나무랄데가없음
포안,5,가성비+맛+친절
더잘만든닭강정 본점,5,단짠 조합 가능한 반반메뉴도 있고 포장할인도 있네요! 완전 넘 맛나서 계속 사먹을거 같네요~ 사장님도 엄청 친절하세요! 번창하셨음 좋겠네요
더잘만든닭강정 본점,5,맛있다!!!
더잘만든닭강정 본점,5,먹다가 중간에 찍어서 비어보이네요ㅜ 진짜 맛있어요! 겉바속촉 최고에요!!  전 또 갑니다 또 가요! 입맛 까다로운 동생도 맛있다고 엄청 잘 먹어요 사장님도 엄청엄청 친절하셔요 번창하시면 좋겠어요! 번창하시길 빌게요!
더잘만든닭강정 본점,5,어제  오픈했는데 맛있어요.  남자사장님도 친절하시고^^
육촌 이수본점,4,구워주는 돼지고기! 깔끔깔끔
육촌 이수본점,2,한가한 날 오세요~ 매장 직원분이 부족해서 신경을 많이 안써줘요. 아니면 사장님이 안뽑는건지도;;
육촌 이수본점,4,목살스테이크인줄? 고기너무맛있고 부드러워요. 대신 상추깻잎미제공은 아쉬웠어요..
육촌 이수본점,5,
육촌 이수본점,1,고기는 맛있지만 서비스가 엉망입니다. 구워주는 고기집인데 손님많아서 신경을 안써주고 저희가 알아서 구워먹었습니다. 냉면도 대충만들어서 주고 최악입니다. 매니저가 하는말은 저희가 알아서 구워서 직원이 신경안섰다고 가만히 있으면 구워준다고 합니다. 고기타는데 가만히 있어야합니까? 직원분들 교육하셨으면 좋겠습니다.
육촌 이수본점,4,구워주는 돼지고기! 깔끔깔끔
육촌 이수본점,2,한가한 날 오세요~ 매장 직원분이 부족해서 신경을 많이 안써줘요. 아니면 사장님이 안뽑는건지도;;
육촌 이수본점,4,목살스테이크인줄? 고기너무맛있고 부드러워요. 대신 상추깻잎미제공은 아쉬웠어요..
육촌 이수본점,5,
육촌 이수본점,1,고기는 맛있지만 서비스가 엉망입니다. 구워주는 고기집인데 손님많아서 신경을 안써주고 저희가 알아서 구워먹었습니다. 냉면도 대충만들어서 주고 최악입니다. 매니저가 하는말은 저희가 알아서 구워서 직원이 신경안섰다고 가만히 있으면 구워준다고 합니다. 고기타는데 가만히 있어야합니까? 직원분들 교육하셨으면 좋겠습니다.
육촌 이수본점,1,"고기 맛있어서 여러번 간 곳 입니다. 어제 전화예약하고 다른 일행이 먼저 도착했는데, 예약내역이 없다고 하더군요. 그럼 저한테 시간 전화번호 이름 까지 물어본 사람은 대체 누굴까요 ?? 네이버에 전화버튼 눌러서 연결하면 1,2,3,4 길안내 주차안내 등이 뜨고 4번이 바로 매장으로 연결하는 번호고, 다섯번 시도만에 연결되서 오늘이요 오늘! 오늘 7시 8명이..."
육촌 이수본점,5,구워줘서 편함 고기가 맛있음 개인적으로 목살이랑 항정이 제일 좋았음 깔끔하게 먹을 수 있음 2층이 더 넓어서 편함 돼지고기 땡기면 감
육촌 이수본점,4,장소 별 네개입니다. (바 형식이라 일행과 대화할때 좀 거슬리긴하지만 말없이 고기만 먹을거면 괜츈. 버뜨... 고기는 직원이 구워주니 먹는거에 집중하면 됨) 고기 별 네개구요(고긴데 맛 없음 이상한거고) 서비스 별 셋 반이고요(손님 많아 바쁘다보니 그건 이해함) 가격은 뭐... 싸진 않습니다. (골목 삼겹살집 분위기 생각하시면 안됨)   [스포일러] 영수증...
육촌 이수본점,3,보통
육촌 이수본점,4,4.8
홈런호프치킨,5,"치킨도 치킨이고 다른 안주들도 맛 깡패인데  벚꽃 필 무렵 그 어떤 가게에서도 찾아볼 수 없는 운치를 느낄 수 있는 집.  그냥 무드, 맛 다 깡패임   혼자 알고 싶은데 취기에 공유함"
홈런호프치킨,5,"메뉴 하나하나 맛남. 서조,종로,마포 회사 근처 치킨집들은 여기서 좀 배워야함. 치킨의 지존인듯"
홈런호프치킨,5,주변 동네 사람들에게 유명한 맛집  치킨도 양념이든 후라이드 불문하고 다 맛있고 특히 골뱅이 한번 맛보면 다른 가게 당분간 못 갑니다. 
홈런호프치킨,5,2020년 1월 4일부로 상도건영아파트 상가 1층에서 다시 오픈했어요! 어제 저녁에 갔더니 치킨 떨어져서 골뱅이만 포장해서 집에서 냠냠!! 변함없는 맛 너무 좋아요! 8월 말에 기존 절고개에서 문 닫으시고 얼마나 이 맛이 그리웠던지...! ㅎㅎ 다시 만나 반갑습니다~!!!
홈런호프치킨,5,인생치킨♥ 사장님내외분 오래오래건강하셔서 계속 치킨집 하세요!!
상도고려왕족발보쌈,1,아줌마 엄청 불친절하다
