,name,score,review,score_test
57,홍반장 신의주찹쌀순대감자탕,4,자리가입식좌식섞여있어조금불편하고깔끔하지는않으나순대국맛이깊음,1
58,홍반장 신의주찹쌀순대감자탕,4,보통얼큰자주먹는데친절하시고맛있습니다,1
60,도스타코스,5,가격은점쎄지만존맛탱아가게자리도협소한듯요,1
63,쏭스클럽 삼성점,5,쏭스핫도그랑치즈핫도그갓만든따끈한핫도그정말맛있다,1
64,예향,4,맛맛있고반찬가지수가많음가격비쌈ㅠ서비스점심굴비정식전체룸이고매우조용함,1
65,예향,1,글쎄다쓰레기마인드식당중한곳,0
66,예향,3,남도한정식,1
68,예향,3,보리굴비는괜찮은데다른음식들은전반적으로예전에비해맛이많이떨어진듯,0
69,돈우애락,5,너무맛있어요ㅠㅠ고기완전최고로잘구워주시구짱이에요,1
70,돈우애락,5,심하게과소평가웨이팅왜없지초존맛,0
71,돈우애락,5,고기는물론김치찌개가지려요,1
72,돈우애락,5,맛남,1
73,유경서원,1,최악알바들을연구원이라부르는데잡다한일에비해시급은적고꼰대같음,0
74,유경서원,5,아주좋은공간이었습니다열정적인서진영박사님의강의도좋았구요추천드립니다,1
75,매일낙지,1,낚지볶음이저녁엔천원임산낚지라고해서그런가보다했으나염장된낚지를사용했는지엄청짬사장님께컴플레인함친절하길래다시해준다고해서기다림낚지가잘못들어갔다고함다시나온것은덜짜긴하지만산낚지는아닌것같음그냥점심에파는원짜리를저녁엔산낚지라고천원이라고파는것같음항상속이는것같음조심하시길,0
76,매일낙지,3,탕탕이볶음잘먹었어요,1
77,매일낙지,5,손맛좋고인심좋은사장님이오랫동안운영하신곡기운없을때일년에두번정도찾는데항상만족합니다,1
78,스구식탁 가로수길점,2,맛은있지만위생이별로였네요고기써시는분컴퓨터키보드치시다가다시야채담고고기썰고하시는걸봤네요음식점은위생이제일중요하다고생각하는데보기좋지않았습니다음식은맛있었지만위생이아쉬웠어요,1
79,스구식탁 가로수길점,5,신세인이랑많이감번은간듯엄청맛있음단골맛집임배부르게먹을수있음가로수길물가대비가성비,1
80,스구식탁 가로수길점,4,소고기야채샤브샤브사이드택계란죽선택시킴일렬테이블에칸막이되어있어서혼밥러들이와서식사하기에아주편했어요샤브샤브고기와각종재료들모두신선하고양도적당했구짱맛있었어요계란죽은국물아예없는되직한스타일이라제스타일은아니어서조금아쉬웠던ㅎㅎ그래도후식요구르트까지거의완벽했어요직원분도아주친절하셨어요,1
82,스구식탁 가로수길점,4,깔끔하게혼밥즐기기좋음위생관리도굿맛도좋고직원분들친절함,1
83,스구식탁 가로수길점,2,맛은있지만위생이별로였네요고기써시는분컴퓨터키보드치시다가다시야채담고고기썰고하시는걸봤네요음식점은위생이제일중요하다고생각하는데보기좋지않았습니다음식은맛있었지만위생이아쉬웠어요,1
84,스구식탁 가로수길점,5,신세인이랑많이감번은간듯엄청맛있음단골맛집임배부르게먹을수있음가로수길물가대비가성비,1
85,스구식탁 가로수길점,4,소고기야채샤브샤브사이드택계란죽선택시킴일렬테이블에칸막이되어있어서혼밥러들이와서식사하기에아주편했어요샤브샤브고기와각종재료들모두신선하고양도적당했구짱맛있었어요계란죽은국물아예없는되직한스타일이라제스타일은아니어서조금아쉬웠던ㅎㅎ그래도후식요구르트까지거의완벽했어요직원분도아주친절하셨어요,1
87,스구식탁 가로수길점,4,깔끔하게혼밥즐기기좋음위생관리도굿맛도좋고직원분들친절함,1
88,스구식탁 가로수길점,5,진짜맛있어요ㅠㅠㅠㅠㅠ혼자먹어야하는게장단점이될수있겠지만자꾸생각나는맛완전추천해요,1
89,스구식탁 가로수길점,2,맛은그럭저럭직원분들불친절함오픈형주방인데대놓고폰게임하고추가시키면한숨다들리게크게쉬고가져다줌,1
91,스구식탁 가로수길점,5,깔끔하고맛있고친절해요계란죽꼭추가해드시고달달한술드시고싶으면빙탄복도드세요딱하나아랫분들말대로소스가아쉬움,1
92,스구식탁 가로수길점,4,친구추천으로갔는데맛있었어요다만다소협소하고화장실냄새ㅠㅡㅠ,1
93,스구식탁 가로수길점,3,스구식탁대구에서많이가다가가로수길은처음인데맛은좋지만위생에서너무실망했어요샤브샤브다먹으면불러달라고하셔서불렀는데설거지하시다가물뚝뚝떨어지는장갑낀채로계란죽해주시더라구요그렇게해주실줄알았으면그냥제가해먹었을텐데요기분나쁜데뭐라고또하지도못하겠고그렇게그냥후다닥먹고나왔어요,0
94,스구식탁 가로수길점,5,남친데리고갔는데둘다만족했어요깔끔하고깨끗하고맛있어요사장님이신지알바생이신지일하시는분들도훈남이라고얘기했다가싸울뻔했다가결국인정했어요ㅋㅋㅋㅋ성공하세요,1
95,스구식탁 가로수길점,5,대구에서번넘게갔던스구식탁가로수길이더맛있네요대박,1
96,스구식탁 가로수길점,5,간이안세고깔끔회간장소스보다는칠리찍어먹는게나은듯,1
97,스구식탁 가로수길점,5,거의모든게완벽한데너무좋은데제발소스좀개선해주셨으면샤브샤브에횟집와사비간장은아니잖아요폰즈소스같은게있음훨씬더좋을것같아요,1
98,총각수산153,5,사장님이잘챙겨주셔서맛있게먹고왔습니다,1
99,총각수산153,5,이십대젊은사람들혼밥하기에도좋음식사메뉴생선구이알탕추천양푸짐하고가격도착함숨은맛집임,1
100,총각수산153,5,사장님의정성과신선한맛을제공하는생선회와매운탕들그리고편안하게식도락을할수있게해주시는서빙이너무좋습니다,1
101,총각수산153,5,최고예요너모맛있어요ㅠㅠ사장님마인드도너무훌륭하심ㅜㅜ,1
102,인뉴욕,2,위치음식구성분위기는최고였으나가격과진행면에서매끄럽지못한게있어아쉬웠다,1
103,인뉴욕,2,음식이다너무짰어요ㅠㅠ소금통손에서놓치셨나싶을정도로셰프님이맛있게드셨냐고하실땐차마말하지못했네요음식이막맛있지는않고요분위기는좋아요,1
104,인뉴욕,3,음식이좀짜요ㅎㅎㅎ,0
105,인뉴욕,5,셰프님이여기리뷰보셨는지그렇게짜지는않았어용ㅎ디저트타임에준비해간영상틀어주십니다기념일에가기좋은식당,1
107,인뉴욕,2,위치음식구성분위기는최고였으나가격과진행면에서매끄럽지못한게있어아쉬웠다,1
108,인뉴욕,2,음식이다너무짰어요ㅠㅠ소금통손에서놓치셨나싶을정도로셰프님이맛있게드셨냐고하실땐차마말하지못했네요음식이막맛있지는않고요분위기는좋아요,1
109,인뉴욕,3,음식이좀짜요ㅎㅎㅎ,0
110,인뉴욕,5,셰프님이여기리뷰보셨는지그렇게짜지는않았어용ㅎ디저트타임에준비해간영상틀어주십니다기념일에가기좋은식당,1
112,노메,4,돈까스튀김은맛있는데고기가너무질겼어요끊어먹지못할정도카레양조금부족했고닭고기랑양파랑들어있어서인지푸짐했어요,0
113,노메,3,두번방문했습니다처음엔메인라멘을시켰는데음식나오는데시간이꽤걸렀고면이덜익은채로붙어있었습니다주방이바빠보이고빨리먹고들어가야해서쌀국수먹듯이불려서먹고나왔습니다지난주두번째방문에서는테이블이너무끈쩍거렸고쭈꾸미덮밥에서냄새가났습니다처음엔숙주냄샌가했는데아니었고제생각으로는그릇에세제가덜씻겨,0
114,노메,4,쭈삼계란말이짱맛있고가격이비싼편이아니라좋아요내부도깔끔하고편안한분위기로인테리어되어있어요통짜홀이라사람이많은날은좀시끄럽고조용한날은정말조용해요,1
115,노메,1,너무짜서어떻게해달라했는데도짜서못먹겠슴다,0
116,노메,5,삼성동근처에이만한이자카야가있나싶네요안주들이참좋습니다특히추천할만한안주는깐풍기인데요술자리함께하는사람들이항상하는말이중국집보다더맛있다입니다지금은비록회사가멀어져자주는못가지만생각날때마다멤버들과찾는곳입니다최근에분점을내셨다고하던데언제한번그곳도가봐야겠네요,1
117,노메,4,돈까스튀김은맛있는데고기가너무질겼어요끊어먹지못할정도카레양조금부족했고닭고기랑양파랑들어있어서인지푸짐했어요,0
118,노메,3,두번방문했습니다처음엔메인라멘을시켰는데음식나오는데시간이꽤걸렀고면이덜익은채로붙어있었습니다주방이바빠보이고빨리먹고들어가야해서쌀국수먹듯이불려서먹고나왔습니다지난주두번째방문에서는테이블이너무끈쩍거렸고쭈꾸미덮밥에서냄새가났습니다처음엔숙주냄샌가했는데아니었고제생각으로는그릇에세제가덜씻겨,0
119,노메,4,쭈삼계란말이짱맛있고가격이비싼편이아니라좋아요내부도깔끔하고편안한분위기로인테리어되어있어요통짜홀이라사람이많은날은좀시끄럽고조용한날은정말조용해요,1
120,노메,1,너무짜서어떻게해달라했는데도짜서못먹겠슴다,0
121,노메,5,삼성동근처에이만한이자카야가있나싶네요안주들이참좋습니다특히추천할만한안주는깐풍기인데요술자리함께하는사람들이항상하는말이중국집보다더맛있다입니다지금은비록회사가멀어져자주는못가지만생각날때마다멤버들과찾는곳입니다최근에분점을내셨다고하던데언제한번그곳도가봐야겠네요,1
122,노메,4,낫배드조용조용,1
123,노메,4,라멘위에올린게차슈가아니라돼지불고기인데맛있다어떤의미에서는차슈보다나음점심만가봤는데발랄한일본풍일품요리집같은느낌근데음식나오는시간은좀걸리는편시지나면웨이팅도좀있는편,1
124,노메,1,직원엄청불친절함다시는안가고싶음,0
125,노메,5,좋아요,1
126,노메,5,쇠고기계란말이존맛,1
127,푸라닭치킨 대치점,5,첫푸라닭블랙알리오,1
128,푸라닭치킨 대치점,1,비추,0
129,푸라닭치킨 대치점,1,남자사장인성,0
131,푸라닭치킨 대치점,1,이지점은기프티콘사용때문인지매일전화를안받음,0
132,푸라닭치킨 대치점,5,첫푸라닭블랙알리오,1
133,푸라닭치킨 대치점,1,비추,0
134,푸라닭치킨 대치점,1,남자사장인성,0
136,푸라닭치킨 대치점,1,이지점은기프티콘사용때문인지매일전화를안받음,0
137,경평면옥,5,어복쟁반추천이요너무맛나요비싼음식이지만그에걸맞는고급스러운맛이에요어떻게먹는지여쭤봤더니알바분이잘알려주셨어요자극적인거좋아하는분들에겐별로겠지만평냉좋아하는분들은입에맞으실거에요아그리고이집만두는찐입니다예전에집에서해먹던손만두의상위호환이라고할만한맛있는만두라반접시라도꼭맛보시길,1
138,경평면옥,5,추천,1
140,경평면옥,5,맑고영롱한맛긴말이필요없다,1
141,경평면옥,1,불친절무난하지만,0
142,경평면옥,5,어복쟁반추천이요너무맛나요비싼음식이지만그에걸맞는고급스러운맛이에요어떻게먹는지여쭤봤더니알바분이잘알려주셨어요자극적인거좋아하는분들에겐별로겠지만평냉좋아하는분들은입에맞으실거에요아그리고이집만두는찐입니다예전에집에서해먹던손만두의상위호환이라고할만한맛있는만두라반접시라도꼭맛보시길,1
143,경평면옥,5,추천,1
145,경평면옥,5,맑고영롱한맛긴말이필요없다,1
146,경평면옥,1,불친절무난하지만,0
147,경평면옥,4,꽤제대로합니다디테일이부족하긴한데,1
148,경평면옥,1,냉면맛은최애위안에들만큼맛있는데지도앱에는문열었다고해서한시간걸려왔는데가보니문닫았어요일요일엔문닫네요,0
151,경평면옥,5,큰기대안하고갔는데맛있었어요깔끔하고개운하네요다른평양냉면집에비해면양도작지않구요고추가루도있어서조금뿌리니까을지면옥느낌으로먹을수있었어요,1
152,경평면옥,5,육향도좋고면타래도큼직하게잘말아져서나왔습니다씹는질감도너무너무좋고날이추워져서제기분에는더맛나게먹었던것같습니다그리고타냉면집들과비교해도정말친절합니다,1
153,경평면옥,4,오랜만에들렀는데맛있게먹었어요좋아하는꼬릿한육향이너무좋았네요,1
154,경평면옥,4,맛있습니다,1
155,경평면옥,3,무난한평양냉면맛집,1
157,경평면옥,4,의정부와장충동의중간계ㅋ면은필동면옥육수는평양면옥,1
158,경평면옥,5,비빔냉면양념장맛있네요자극적이지않고좋아요만두도맛있게잘먹었어요재방문의사있습니다,1
159,경평면옥,5,초딩입맛이라물냉면보다는비빔을선호합니다이집의양념은심심한듯하면서도메밀면의맛을잘살려주는거같네요양념장에서달달하면서강한매운맛을좋아하시는분들에겐호불호가갈리겠네요정갈한반찬도좋았고만두도모양이딱각이잡혀서나오네요담에다시방문하여다른메뉴들도먹어봐야겠습니다,1
161,경평면옥,4,면을너무삶아서좀안좋아요,1
162,천린,5,식당청결식재료모두깔끔짬뽕이이리도속이편할수있다니기름둥둥떠다니는배달짬뽕하고차원이달라요새우오징어모두신선합니다,1
163,천린,1,간짜장이짜장면으로나옴,0
164,전주집,1,맛이없다어이가없다,0
165,전주집,5,맛있어요부대찌개는시판으로파는느낌이랑다른데더건강하게맛있고정감가요짜글이도맛있고뭣보다고기진짜맛있게잘먹었습니다사장님도친절하시고좋아요,1
166,전주집,2,자반먹어본결과이라는가격에비해그냥저냥먹을만한수준이에요밑반찬은하나도먹을게없어아쉽,0
168,이코복스커피 신사점,5,완전맛있음,1
169,이코복스커피 신사점,3,재방문의사없음,1
170,이코복스커피 신사점,5,커피는좋고디저트는완전별로,1
171,이코복스커피 신사점,2,자리진짜불편하고딱히친절한것도아니고커피가맛있는것도아님,1
173,이코복스커피 신사점,5,완전맛있음,1
174,이코복스커피 신사점,3,재방문의사없음,1
175,이코복스커피 신사점,5,커피는좋고디저트는완전별로,1
176,이코복스커피 신사점,2,자리진짜불편하고딱히친절한것도아니고커피가맛있는것도아님,1
177,이코복스커피 신사점,1,밀크티진짜맛없어요밍밍한데시럽만왕창넣은맛근데원의자도엄청불편해요,0
179,이코복스커피 신사점,1,쿠팡이츠로배달맛은평범가격은비쌈얼음빼잘라고했는데얼음넣음,0
181,이코복스커피 신사점,4,커피맛분위기다좋아하는곳,1
182,밥맛나는세상 대치시나브로점,1,너무정신없고주문하는데반응을안해주심주문차례도순서대로안받아주시는듯,0
183,밥맛나는세상 대치시나브로점,4,일단메뉴들이전반적으로양이많아요가끔은좀무섭게많아요ㅠㅠㅋ김밥도어머님께서넉넉하고두툼하게싸주셔서되게든든하고좋아요개인적으로는김치치즈볶음밥강추합니다치즈도넉넉하게얹어서해주시고어떤집은너무짜고그런데여기는그러지않아요포장으로해도기본반찬가지를넣어주시고좋습니다점심피크타임에는,1
184,밥맛나는세상 대치시나브로점,5,왕새우김밥존맛,1
185,밥맛나는세상 대치시나브로점,1,완전쓰레기음식목살스테이크원짜리시켰는데비게고기만개짜고달고장사그따위로하지말고집어쳐라학생들상대로장사하면서벌받는다,0
186,밥맛나는세상 대치시나브로점,5,김치김밥맛집,0
188,담소소사골순대육개장 역삼2호점,1,돈순대국냄새나요,1
189,담소소사골순대육개장 역삼2호점,3,가격올랐어요순대국순대만원가격올라서좀더준다는데국물만더주는듯어쩔수없겠죠모든게다올랐으니,0
192,비금도 청담점,1,다시는안간다맛도없고발렛기사불친절,0
193,비금도 청담점,5,따뜻한육전과어울린마늘튀김이일품입니다배김치와시골친정엄마가해주신듯한된장우거지조림은정말맛나더군요제가제일좋아하는음식인데그맛을못내어서그리운맛인데그곳비금도에서친정엄마손맛에우거지조림이나와정말맛나고오랫만에배부르게먹고지금도그맛이그리워비금도를다시방문해야겠네요우거지조림을좋아하는분들은,1
195,성북동서울왕돈까스 논현동지점,5,맛있고양이너무많아요둘이가서정식하나만먹어도될듯해요항상과식하게되네여,1
196,성북동서울왕돈까스 논현동지점,5,가격에비해너무맛있어요,1
197,성북동서울왕돈까스 논현동지점,3,처음먹을때는맛있었는데나중에가보니까약간달라진듯한맛이였고또가보니까맛이또달랐음갈때마다맛이달라지는느낌어떨땐맛있고어떨땐맛없고그리고밥이너무질척질척거려서죽이랑밥이랑섞은거같음,1
198,성북동서울왕돈까스 논현동지점,5,옛날경양식돈까스스프부터돈까스까지안맛있는게없었는데누가별점다테러한거에여ㅜㅜㅜ내가다속상쓰,1
199,성북동서울왕돈까스 논현동지점,1,제가먹어본돈까스중에서제일맛없음,0
200,성북동서울왕돈까스 논현동지점,5,맛있고양이너무많아요둘이가서정식하나만먹어도될듯해요항상과식하게되네여,1
201,성북동서울왕돈까스 논현동지점,5,가격에비해너무맛있어요,1
202,성북동서울왕돈까스 논현동지점,3,처음먹을때는맛있었는데나중에가보니까약간달라진듯한맛이였고또가보니까맛이또달랐음갈때마다맛이달라지는느낌어떨땐맛있고어떨땐맛없고그리고밥이너무질척질척거려서죽이랑밥이랑섞은거같음,1
203,성북동서울왕돈까스 논현동지점,5,옛날경양식돈까스스프부터돈까스까지안맛있는게없었는데누가별점다테러한거에여ㅜㅜㅜ내가다속상쓰,1
204,성북동서울왕돈까스 논현동지점,1,제가먹어본돈까스중에서제일맛없음,0
206,춘이네닭도리탕 논현직영점,2,찾아갈집은아님가격대도조금있는편서비스는친절하심,1
208,춘이네닭도리탕 논현직영점,3,굳이찾아가면서먹을곳은아니고주변에서닭도리탕이먹고싶을때가면좋을것같네요,1
209,춘이네닭도리탕 논현직영점,4,맛있음치즈알볶음밥은그냥그렇고닭볶음탕이맛있는듯,1
211,춘이네닭도리탕 논현직영점,2,찾아갈집은아님가격대도조금있는편서비스는친절하심,1
213,춘이네닭도리탕 논현직영점,3,굳이찾아가면서먹을곳은아니고주변에서닭도리탕이먹고싶을때가면좋을것같네요,1
214,춘이네닭도리탕 논현직영점,4,맛있음치즈알볶음밥은그냥그렇고닭볶음탕이맛있는듯,1
215,교촌치킨 역삼1호점,2,닭은진짜조금들어있고튀김옷에기름범벅먹고집에와서토함,1
216,교촌치킨 역삼1호점,5,포장할땐느므좋던데요ㅋ아침까지포장가능나이스개나이스라스트오더시분포장은꽈베기도서비스,1
217,교촌치킨 역삼1호점,1,쓰레기매장,0
218,교촌치킨 역삼1호점,1,가게에서드시지마세요그냥시켜드세요어어오오옴청불친절합니다그냥주문받으러올때부터인상팍쓰고오네요,0
219,교촌치킨 역삼1호점,1,서비스가진짜너무불친절해요지리적으로위치도좋고해서왔는데직원부를때마다표정이안좋아서주문을할수가없어요,0
220,교촌치킨 역삼1호점,2,닭은진짜조금들어있고튀김옷에기름범벅먹고집에와서토함,1
221,교촌치킨 역삼1호점,5,포장할땐느므좋던데요ㅋ아침까지포장가능나이스개나이스라스트오더시분포장은꽈베기도서비스,1
222,교촌치킨 역삼1호점,1,쓰레기매장,0
223,교촌치킨 역삼1호점,1,가게에서드시지마세요그냥시켜드세요어어오오옴청불친절합니다그냥주문받으러올때부터인상팍쓰고오네요,0
224,교촌치킨 역삼1호점,1,서비스가진짜너무불친절해요지리적으로위치도좋고해서왔는데직원부를때마다표정이안좋아서주문을할수가없어요,0
225,교촌치킨 역삼1호점,1,불친절해요눈치보면서치킨먹었어요,0
226,교촌치킨 역삼1호점,2,치킨시켰는데분후에나옴맛도없고먹어본중가장맛없는교촌,0
227,교촌치킨 역삼1호점,2,무친절대충봐도조리공간지저분하고기름은색깔이너무탁하고여러메뉴테이크아웃해서먹었는데같이먹은분들맛평가도안좋았어요,0
228,교촌치킨 역삼1호점,5,지금사왔는데너무맛있는데요꽈배기도감동입니다,1
229,교촌치킨 역삼1호점,1,결제했는데결제안됐다고우김실수인정하지도않고책임전가사과조차안함메뉴잘못조리해놓고서역시사과한마디없이잘못나온거먹으라고함ㅎㅎ비빠서실수하고그런건얼마든지이해할수있는데직원들서비스마인드가꽝임,0
230,교촌치킨 역삼1호점,5,저도편파적인거같아서후기남겨요여기테이크아웃하면서비스를항상주십니다저번에는웨지감자를걔속주시더니오늘은꽈배기에다가마스크한장주시네요원래서비스이거안주는거고코로나라힘드실텐데인심도좋고위생이안좋다는데저는사실안에까지안봐서모르겠고ㅋㅋ여기서여러번테이크아웃했는데배탈난적없고항상맛있었습니다항상간장만먹었는데,1
231,교촌치킨 역삼1호점,5,리뷰가너무편파적인듯하여저도리뷰남깁니다저는개인적으로만족하면서시켜먹고있습니다집이근처라포장주문많이하지만친구들놀러오면매장에서도많이먹었어요위생은제가본바로는많이신경써서지켜주고있는것같습니다하지만제가주방을직접본적은없으니어떻게알겠습니까대신음식먹고배탈났던적은없어요사실제가허니,1
232,교촌치킨 역삼1호점,1,위생관리가안되는지배가아팠어요불친절하기까지하네요,0
234,교촌치킨 역삼1호점,1,음식만드는주방에서마스크는턱에다음식을손에들고이리저리다니면서주섬주섬먹는젊은직원은좀반성해야할것같아요그리고제빙기에서스쿱사용안하고바로맥주잔에다얼음을담는데그러다잔깨지면얼음과유리가손님뱃속으로들어가는거모릅니까교촌치킨사장님지점마다다그런건아니지만이곳은젊은직원교육좀시켜서깔끔한역삼점이,0
236,교촌치킨 역삼1호점,5,맛있기만함,1
237,교촌치킨 역삼1호점,1,전화주문했는데뭐잘못해서혼나는줄알았네요불친절의끝판왕,0
238,교촌치킨 역삼1호점,4,매장이분주해서정신없었지만잘먹었어요,1
239,미러미러,5,펌하고염색했는데머리너무예쁘게잘나왔어요,1
241,반갑다하대포 강남점,5,정말맛있게먹었어요최근나온이베리코고기추천드려요,1
242,반갑다하대포 강남점,1,강약약강여자들한테만불친절함내돈주고혼나면서먹는곳,0
244,반갑다하대포 강남점,4,특수부위모듬최고회식했는데환기가쪼금안되는것빼고좋았어요,1
246,반갑다하대포 강남점,5,정말맛있게먹었어요최근나온이베리코고기추천드려요,1
247,반갑다하대포 강남점,1,강약약강여자들한테만불친절함내돈주고혼나면서먹는곳,0
249,반갑다하대포 강남점,4,특수부위모듬최고회식했는데환기가쪼금안되는것빼고좋았어요,1
250,담소소사골순대육개장 강남구청역점,5,진짜진짜맛있음안짠데진하고건더기많고친절하고게다가싸고ㄹㅇ맛집임,1
251,담소소사골순대육개장 강남구청역점,2,시아니네요새벽세시에우순댓국먹고싶어서택시타고왔는데문닫혀있음,0
252,영동소금구이 신사점,4,여느체인점과가격은비슷하지만차돌삼합이실하고훨씬깔끔하다ㅋㅋ쪽수가안맞아서자꾸추가로시키게된다는건함정,1
255,슈퍼집 논현점,1,진심맛없어요ㅋㅋ신전떡볶이가배나음,0
256,슈퍼집 논현점,2,맛있는데맵찔이에겐매워요,1
257,슈퍼집 논현점,5,퓨전굿,1
260,슈퍼집 논현점,1,진심맛없어요ㅋㅋ신전떡볶이가배나음,0
261,슈퍼집 논현점,2,맛있는데맵찔이에겐매워요,1
