name,score,review
스구식탁 가로수길점,4,친구 추천으로 갔는데 맛있었어요!!!!! 다만 다소 협소하고 화장실 냄새 ㅠㅡㅠ
스구식탁 가로수길점,3,스구식탁 대구에서 많이가다가 가로수길은 처음인데 맛은 좋지만 위생에서 너무 실망했어요. 샤브샤브 다 먹으면 불러달라고 하셔서 불렀는데 설거지하시다가 물 뚝뚝 떨어지는 장갑 낀 채로 계란죽 해주시더라구요.... 그렇게 해주실 줄 알았으면 그냥 제가 해먹었을텐데요... 기분 나쁜데 뭐라고 또 하지도 못하겠고 그렇게 그냥 후다닥 먹고 나왔어요
스구식탁 가로수길점,5,"남친 데리고 갔는데 둘다 만족했어요!!! 깔끔하고, 깨끗하고, 맛있어요^^ (사장님이신지 알바생이신지 일하시는 분들도 훈남...이라고 얘기했다가 싸울 뻔 했다가 결국 인정했어요 ㅋㅋㅋㅋ) 성공하세요!!"
스구식탁 가로수길점,5, 대구에서 10번넘게갔던 스구식탁 가로수길이 더맛있네요대박
스구식탁 가로수길점,5,간이 안세고 깔끔 회간장소스 보다는 칠리 찍어먹는게 나은듯
스구식탁 가로수길점,5,거의 모든게 완벽한데 너무 좋은데 제발 소스좀 개선해주셨으면.. 샤브샤브에 횟집와사비간장은 아니잖아요... 폰즈 소스 같은게 있음 훨씬 더 좋을 것 같아요
총각수산153,5,사장님이 잘 챙겨주셔서 맛있게 먹고왔습니다
총각수산153,5,이십대 젊은 사람들 혼밥하기에도 좋음. 식사 메뉴 생선구이 알탕 추천. 양 푸짐하고 가격도 착함. 숨은 맛집임
총각수산153,5,사장님의 정성과 신선한 맛을 제공하는 생선회와 매운탕들 그리고 편안하게 식도락을 할 수있게 해주시는 서빙이 너무 좋습니다.
총각수산153,5,최고예요!!  너모 맛있어요 ㅠㅠ 사장님 마인드도 너무 훌륭하심 ㅜㅜ
인뉴욕,2,"위치, 음식 구성, 분위기는 최고였으나 가격과 진행면에서 매끄럽지 못한게있어 아쉬웠다."
인뉴욕,2,음식이 다 너무 짰어요 ㅠㅠ 소금통 손에서 놓치셨나 싶을 정도로.... 셰프님이 맛있게 드셨냐고 하실 땐 차마 말하지 못했네요;;; 음식이 막 맛있지는 않고요~ 분위기는 좋아요~ 
인뉴욕,3,음식이 좀짜요!ㅎㅎㅎ
인뉴욕,5,셰프님이 여기 리뷰 보셨는지 그렇게 짜지는 않았어용ㅎ 디저트타임에 준비해간 영상 틀어주십니다~ 기념일에 가기 좋은 식당
인뉴욕,3,One Table Course  RSVP 3Mon Ahead
인뉴욕,2,"위치, 음식 구성, 분위기는 최고였으나 가격과 진행면에서 매끄럽지 못한게있어 아쉬웠다."
인뉴욕,2,음식이 다 너무 짰어요 ㅠㅠ 소금통 손에서 놓치셨나 싶을 정도로.... 셰프님이 맛있게 드셨냐고 하실 땐 차마 말하지 못했네요;;; 음식이 막 맛있지는 않고요~ 분위기는 좋아요~ 
인뉴욕,3,음식이 좀짜요!ㅎㅎㅎ
인뉴욕,5,셰프님이 여기 리뷰 보셨는지 그렇게 짜지는 않았어용ㅎ 디저트타임에 준비해간 영상 틀어주십니다~ 기념일에 가기 좋은 식당
인뉴욕,3,One Table Course  RSVP 3Mon Ahead
노메,4,돈까스 튀김은 맛있는데 고기가 너무 질겼어요. 끊어먹지 못할 정도. 카레 양 조금 부족했고 닭고기랑 양파랑 들어있어서인지 푸짐했어요. 
노메,3,"두번 방문했습니다.  처음엔 메인 라멘을 시켰는데 음식 나오는데 시간이 꽤 걸렀고 면이 덜 익은 채로 붙어 있었습니다. 주방이 바빠보이고 빨리 먹고 들어가야해서 쌀국수 먹듯이 불려서 먹고 나왔습니다. 지난주 두번째 방문에서는 테이블이 너무 끈쩍거렸고 쭈꾸미 덮밥에서 냄새가 났습니다. 처음엔 숙주 냄샌가 했는데 아니었고, 제 생각으로는 그릇에 세제가 덜 씻겨..."
노메,4,쭈삼계란말이 짱맛있고 가격이 비싼 편이 아니라 좋아요. 내부도 깔끔하고 편안한 분위기로 인테리어 되어있어요. 통짜 홀(?)이라 사람이 많은 날은 좀 시끄럽고 조용한 날은 정말 조용해요.
노메,1,너무 짜서 어떻게 해달라했는데도 짜서 못먹겠슴다
노메,5,"삼성동 근처에 이만한 이자카야가 있나 싶네요. 안주들이 참 좋습니다. 특히 추천할만한 안주는 깐풍기인데요. 술자리 함께하는 사람들이 항상 하는 말이 “중국집보다 더 맛있다!”입니다. 지금은 비록 회사가 멀어져 자주는 못가지만, 생각날 때마다 멤버들과 찾는 곳입니다. 최근에 분점을 내셨다고 하던데 언제 한 번 그 곳도 가봐야겠네요."
노메,4,돈까스 튀김은 맛있는데 고기가 너무 질겼어요. 끊어먹지 못할 정도. 카레 양 조금 부족했고 닭고기랑 양파랑 들어있어서인지 푸짐했어요. 
노메,3,"두번 방문했습니다.  처음엔 메인 라멘을 시켰는데 음식 나오는데 시간이 꽤 걸렀고 면이 덜 익은 채로 붙어 있었습니다. 주방이 바빠보이고 빨리 먹고 들어가야해서 쌀국수 먹듯이 불려서 먹고 나왔습니다. 지난주 두번째 방문에서는 테이블이 너무 끈쩍거렸고 쭈꾸미 덮밥에서 냄새가 났습니다. 처음엔 숙주 냄샌가 했는데 아니었고, 제 생각으로는 그릇에 세제가 덜 씻겨..."
노메,4,쭈삼계란말이 짱맛있고 가격이 비싼 편이 아니라 좋아요. 내부도 깔끔하고 편안한 분위기로 인테리어 되어있어요. 통짜 홀(?)이라 사람이 많은 날은 좀 시끄럽고 조용한 날은 정말 조용해요.
노메,1,너무 짜서 어떻게 해달라했는데도 짜서 못먹겠슴다
노메,5,"삼성동 근처에 이만한 이자카야가 있나 싶네요. 안주들이 참 좋습니다. 특히 추천할만한 안주는 깐풍기인데요. 술자리 함께하는 사람들이 항상 하는 말이 “중국집보다 더 맛있다!”입니다. 지금은 비록 회사가 멀어져 자주는 못가지만, 생각날 때마다 멤버들과 찾는 곳입니다. 최근에 분점을 내셨다고 하던데 언제 한 번 그 곳도 가봐야겠네요."
노메,4,낫배드 조용조용
노메,4,"라멘 위에 올린 게 차슈가 아니라, 돼지불고기인데... 맛있다 어떤 의미에서는 차슈보다 나음.  점심만 가봤는데 발랄한 일본풍 일품요리집같은 느낌.   근데 음식 나오는 시간은 좀 걸리는 편. 12시 지나면 웨이팅도 좀 있는 편.   "
노메,1,직원 엄청 불친절함 다시는 안가고 싶음
노메,5,좋아요
노메,5,쇠고기 계란말이..존맛
푸라닭치킨 대치점,5,첫 푸라닭 블랙 알리오!
푸라닭치킨 대치점,1,비추
푸라닭치킨 대치점,1,남자 사장 인성 .. 
푸라닭치킨 대치점,4,
푸라닭치킨 대치점,1,이지점은 기프티콘 사용때문인지.. 매일 전화를 안받음
푸라닭치킨 대치점,5,첫 푸라닭 블랙 알리오!
푸라닭치킨 대치점,1,비추
푸라닭치킨 대치점,1,남자 사장 인성 .. 
푸라닭치킨 대치점,4,
푸라닭치킨 대치점,1,이지점은 기프티콘 사용때문인지.. 매일 전화를 안받음
경평면옥,5,어복쟁반 추천이요 너무 맛나요 비싼 음식이지만 그에 걸맞는 고급스러운 맛이에요 어떻게 먹는지 여쭤봤더니 알바분이 잘 알려주셨어요. 자극적인거 좋아하는 분들에겐 별로겠지만 평냉 좋아하는 분들은 입에 맞으실거에요. 아 그리고 이집 만두는 찐입니다! 예전에 집에서 해먹던 손만두의 상위호환이라고 할만한 맛있는 만두라 반접시라도 꼭 맛보시길
경평면옥,5,추천
경평면옥,3,
경평면옥,5,맑고 영롱한 맛 ~ 긴 말이 필요 없다 ^^
경평면옥,1,불친절.  무난하지만 ;;
경평면옥,5,어복쟁반 추천이요 너무 맛나요 비싼 음식이지만 그에 걸맞는 고급스러운 맛이에요 어떻게 먹는지 여쭤봤더니 알바분이 잘 알려주셨어요. 자극적인거 좋아하는 분들에겐 별로겠지만 평냉 좋아하는 분들은 입에 맞으실거에요. 아 그리고 이집 만두는 찐입니다! 예전에 집에서 해먹던 손만두의 상위호환이라고 할만한 맛있는 만두라 반접시라도 꼭 맛보시길
경평면옥,5,추천
경평면옥,3,
경평면옥,5,맑고 영롱한 맛 ~ 긴 말이 필요 없다 ^^
경평면옥,1,불친절.  무난하지만 ;;
경평면옥,4,꽤 제대로 합니다. 디테일이 부족하긴한데
경평면옥,1,냉면맛은 최애 5위안에 들만큼 맛있는데 지도앱에는 문열었다고해서 한시간걸려 왔는데 가보니 문 닫았어요 일요일엔 문 닫네요 
경평면옥,5,
경평면옥,5,
경평면옥,5,큰기대 안하고 갔는데 맛있었어요. 깔끔하고 개운하네요. 다른 평양냉면집에 비해 면양도 작지않구요. 고추가루도 있어서 조금 뿌리니까 을지면옥 느낌으로 먹을 수 있었어요. 
경평면옥,5,육향도 좋고 면타래도 큼직하게 잘 말아져서 나왔습니다. 씹는 질감도 너무너무 좋고 날이 추워져서 제 기분에는 더 맛나게 먹었던 것 같습니다. 그리고 타 냉면집들과 비교해도 정말 친절합니다.
경평면옥,4,오랜만에 들렀는데 맛있게 먹었어요. 좋아하는 꼬릿한 육향이 너무 좋았네요. 
경평면옥,4,맛있습니다
경평면옥,3,무난한 평양냉면 맛집.
경평면옥,4,
경평면옥,4,"의정부와 장충동의 중간계 ㅋ 면은 필동면옥, 육수는 평양면옥 ? "
경평면옥,5,비빔냉면 양념장 맛있네요... 자극적이지 않고 좋아요! 만두도 맛있게 잘먹었어요! 재방문의사 있습니다!!!
경평면옥,5,초딩입맛이라 물냉면보다는 비빔을 선호 합니다... 이집의 양념은 심심한듯 하면서도 메밀면의 맛을 잘살려 주는거 같네요.   양념장에서 달달하면서  강한 매운맛을 좋아하시는 분들에겐 호불호가 갈리겠네요.  정갈한 반찬도 좋았고 만두도 모양이 딱 각이 잡혀서 나오네요^^ 담에 다시 방문하여 다른메뉴들도 먹어봐야겠습니다.  
경평면옥,5,
경평면옥,4,면을 너무 삶아서 좀 안좋아요
천린,5,"식당 청결, 식재료 모두 깔끔! 짬뽕이 이리도 속이 편할수 있다니. 기름 둥둥 떠다니는 배달짬뽕하고 차원이 달라요. 새우 오징어 모두 신선합니다"
천린,1,간짜장이 짜장면으로 나옴
전주집,1,맛이없다 어이가없다
전주집,5,"맛있어요, 부대찌개는 시판으로 파는 느낌이랑 다른데 더 건강하게 맛있고 정감가요! 짜글이도 맛있고 뭣보다 고기 진짜 맛있게 잘 먹었습니다! 사장님도 친절하시고 좋아요!!"
전주집,2,"자반 먹어본 결과, 9,- 이라는 가격에 비해 그냥 저냥 먹을만한 수준이에요.  밑반찬은 하나도 먹을게 없어 아쉽."
이코복스커피 신사점,4,Con Panna   Also in Parnas Mall  
이코복스커피 신사점,5,완전 맛있음
이코복스커피 신사점,3,재방문의사없음
이코복스커피 신사점,5,커피는 좋고 디저트는 완전 별로 
이코복스커피 신사점,2,자리 진짜 불편하고 딱히 친절한것도 아니고 커피가 맛있는 것도 아님
이코복스커피 신사점,4,Con Panna   Also in Parnas Mall  
이코복스커피 신사점,5,완전 맛있음
이코복스커피 신사점,3,재방문의사없음
이코복스커피 신사점,5,커피는 좋고 디저트는 완전 별로 
이코복스커피 신사점,2,자리 진짜 불편하고 딱히 친절한것도 아니고 커피가 맛있는 것도 아님
이코복스커피 신사점,1,밀크티 진짜 맛없어요 밍밍한데 시럽만 왕창 넣은 맛.. 근데 7200원.. 의자도 엄청 불편해요.. 
이코복스커피 신사점,2,
이코복스커피 신사점,1,쿠팡이츠로 배달. 맛은 평범. 가격은 비쌈. 얼음빼잘라고 했는데 얼음넣음
이코복스커피 신사점,2,
이코복스커피 신사점,4,커피맛 분위기 다 좋아하는 곳
밥맛나는세상 대치시나브로점,1,너무 정신없고 주문하는데 반응을 안 해 주심.. 주문 차례도 순서대로 안 받아주시는듯
밥맛나는세상 대치시나브로점,4,"일단 메뉴들이 전반적으로 양이 많아요 (가끔은 좀 무섭게 많아요 ㅠㅠㅋ) 김밥도 어머님께서 넉넉하고 두툼하게 싸 주셔서 되게 든든하고 좋아요! 개인적으로는 김치 치즈 볶음밥 강추합니다! 치즈도 넉넉하게 얹어서 해주시고, 어떤 집은 너무 짜고 그런데 여기는 그러지 않아요. 포장으로 해도 기본 반찬 3~4가지를 넣어주시고 좋습니다  +_+  점심 피크 타임에는..."
밥맛나는세상 대치시나브로점,5,왕새우김밥 존맛...
밥맛나는세상 대치시나브로점,1,"완전쓰레기음식.. 목살스테이크 8,500원짜리 시켰는데 비게고기만 5개..짜고 달고 장사 그따위로 하지말고 집어쳐라. 학생들 상대로 장사하면서 벌받는다"
밥맛나는세상 대치시나브로점,5,김치김밥맛집:)
담소소사골순대육개장 역삼2호점,5,.
담소소사골순대육개장 역삼2호점,1,돈순대국... 냄새나요... 
담소소사골순대육개장 역삼2호점,3,가격 올랐어요 순대국 [순대만 6900원] 가격올라서 좀더준다는데 국물만 더주는듯..  어쩔 수없겠죠 모든게 다 올랐으니...  
담소소사골순대육개장 역삼2호점,3,
담소소사골순대육개장 역삼2호점,1,
비금도 청담점,1,다시는 안간다 맛도 없고 발렛기사 불친절
비금도 청담점,5,따뜻한 육전과 어울린 마늘 튀김이 일품 입니다~~^^ 배김치와 시골 친정엄마가 해주신듯한 된장우거지조림은  정말 맛나더군요  제가 제일 좋아하는 음식인데 그 맛을 못내어서 그리운맛인데 그곳 비금도에서 친정엄마 손맛에  우거지조림이 나와  정말 맛나고 오랫만에  배부르게 먹고 지금도 그맛이 그리워 비금도를 다시 방문해야겠네요 우거지  조림을 좋아하는 분들은 ...
비금도 청담점,3,
성북동서울왕돈까스 논현동지점,5,맛있고 양이 너무 많아요. 둘이가서 정식 하나만 먹어도 될듯 해요.. 항상 과식하게 되네여~!!
성북동서울왕돈까스 논현동지점,5,가격에 비해 너무 맛있어요!! 
성북동서울왕돈까스 논현동지점,3,처음 먹을때는 맛있었는데 나중에 가보니까 약간 달라진듯한 맛이였고 또 가보니까 맛이 또 달랐음. 갈때마다 맛이 달라지는 느낌? 어떨땐 맛있고 어떨땐 맛없고 그리고 밥이 너무 질척질척 거려서 죽이랑 밥이랑 섞은거 같음
성북동서울왕돈까스 논현동지점,5,옛날 경양식 돈까스 스프부터 돈까스까지 안맛있는게 없었는데  누가 별점 다 테러한거에여ㅜㅜㅜ 내가 다 속상쓰
성북동서울왕돈까스 논현동지점,1,제가 먹어본 돈까스중에서 제일 맛 없음.
성북동서울왕돈까스 논현동지점,5,맛있고 양이 너무 많아요. 둘이가서 정식 하나만 먹어도 될듯 해요.. 항상 과식하게 되네여~!!
성북동서울왕돈까스 논현동지점,5,가격에 비해 너무 맛있어요!! 
성북동서울왕돈까스 논현동지점,3,처음 먹을때는 맛있었는데 나중에 가보니까 약간 달라진듯한 맛이였고 또 가보니까 맛이 또 달랐음. 갈때마다 맛이 달라지는 느낌? 어떨땐 맛있고 어떨땐 맛없고 그리고 밥이 너무 질척질척 거려서 죽이랑 밥이랑 섞은거 같음
성북동서울왕돈까스 논현동지점,5,옛날 경양식 돈까스 스프부터 돈까스까지 안맛있는게 없었는데  누가 별점 다 테러한거에여ㅜㅜㅜ 내가 다 속상쓰
성북동서울왕돈까스 논현동지점,1,제가 먹어본 돈까스중에서 제일 맛 없음.
춘이네닭도리탕 논현직영점,4,
춘이네닭도리탕 논현직영점,2,찾아갈집은 아님. 가격대도 조금 있는 편 ! 서비스는 친절하심.
춘이네닭도리탕 논현직영점,5,
춘이네닭도리탕 논현직영점,3,굳이 찾아가면서 먹을 곳은 아니고 주변에서 닭도리탕이 먹고싶을때 가면 좋을것 같네요.
춘이네닭도리탕 논현직영점,4,맛있음. 치즈알볶음밥은 그냥그렇고 닭볶음탕이맛있는듯
춘이네닭도리탕 논현직영점,4,
